Name,CR,Type,Size,Image URL
Froghemoth,10,Monstrosity,Huge,https://www.dndbeyond.com/avatars/thumbnails/25746/376/100/100/637880557538751579.jpeg
Githyanki Gish,10,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/415/100/100/637880557621299223.jpeg
Githzerai Enlightened,10,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/424/100/100/637880557634480311.jpeg
Orthon,10,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/597/100/100/637880557921776888.jpeg
Spring Eladrin,10,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/658/100/100/637880558016897774.jpeg
Star Spawn Hulk,10,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/664/100/100/637880558026081541.jpeg
Stone Giant Dreamwalker,10,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/25746/686/100/100/637880558059897637.jpeg
Summer Eladrin,10,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/693/100/100/637880558067818391.jpeg
Winter Eladrin,10,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/755/100/100/637880558157096678.jpeg
Autumn Eladrin,10,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/25814/919/100/100/637883017260704467.jpeg
Orthon,10,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/270/387/100/100/636598548208440276.jpeg
Tlexolotl,10,Elemental,Huge,https://www.dndbeyond.com/avatars/thumbnails/27340/642/100/100/637937472232340077.jpeg
Elder Oblex,10,Ooze,Huge,https://www.dndbeyond.com/avatars/thumbnails/277/835/100/100/636601916673373699.jpeg
Summer Eladrin,10,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/278/118/100/100/636602009320047728.jpeg
Winter Eladrin,10,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/278/162/100/100/636602023275780285.jpeg
Autumn Eladrin,10,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/278/52/100/100/636601988997486619.jpeg
Spring Eladrin,10,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/278/75/100/100/636601995331868269.jpeg
Eye Monger,10,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/28079/830/100/100/637961800757409202.jpeg
Giff Warlord,10,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/28079/849/100/100/637961800796408586.jpeg
Githzerai Enlightened,10,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/293/748/100/100/636609838314978436.jpeg
Githyanki Gish,10,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/293/752/100/100/636609838741134942.jpeg
Lesser Death Dragon,10,Undead,Large,https://www.dndbeyond.com/avatars/thumbnails/30414/549/100/100/638046466594845923.jpeg
Red Ruin,10,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/30414/557/100/100/638046466608127232.jpeg
Xenk Yendar,10,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/32649/872/100/100/638134682522187518.jpeg
Seth the Shapeshifting Dragon,10,Dragon,Medium,https://www.dndbeyond.com/avatars/thumbnails/34060/633/100/100/638185703310049685.jpeg
Yarnspinner,10,Fey,Huge,https://www.dndbeyond.com/avatars/thumbnails/34505/104/100/100/638203793112795913.jpeg
Fire Giant of Evil Fire,10,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/35952/675/100/100/638264236382521797.jpeg
Cloaker Mutate,10,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/36576/554/100/100/638291908479199757.jpeg
Encephalon Cluster,10,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/36576/557/100/100/638291908483879917.jpeg
Oshundo the Alhoon,10,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/36576/625/100/100/638291908603998943.jpeg
Aerosaur,10,Monstrosity,Gargantuan,https://www.dndbeyond.com/avatars/thumbnails/36954/768/100/100/638308154358853884.jpeg
Fomorian Deep Crawler,10,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/36954/780/100/100/638308154404324385.jpeg
Frostmourn,10,Undead,Huge,https://www.dndbeyond.com/avatars/thumbnails/36954/785/100/100/638308154435757805.jpeg
Maw of Yeenoghu,10,Fiend,Huge,https://www.dndbeyond.com/avatars/thumbnails/36954/788/100/100/638308154454282416.jpeg
Darkweaver,10,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/37204/416/100/100/638318543615432771.jpeg
Maelephant,10,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/37204/485/100/100/638318543763475932.jpeg
Nonaton Modron,10,Construct,Large,https://www.dndbeyond.com/avatars/thumbnails/37204/500/100/100/638318543795611363.jpeg
Mirror Shade,10,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/41626/388/100/100/638506035192392019.jpeg
Aboleth,10,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/47138/548/100/100/638741963680684340.jpeg
Cultist Hierophant,10,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47138/731/100/100/638741963936226214.jpeg
Cyclops Oracle,10,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/47138/733/100/100/638741963938717949.jpeg
Death Slaad,10,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/750/100/100/638741963961066025.jpeg
Deva,10,Celestial,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/758/100/100/638741963972985591.jpeg
Dire Worg,10,Fey,Huge,https://www.dndbeyond.com/avatars/thumbnails/47138/760/100/100/638741963975480484.jpeg
Guardian Naga,10,Celestial,Large,https://www.dndbeyond.com/avatars/thumbnails/47138/957/100/100/638741964244560957.jpeg
Haunting Revenant,10,Undead,Gargantuan,https://www.dndbeyond.com/avatars/thumbnails/47138/965/100/100/638741964257257648.jpeg
Noble Prodigy,10,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47139/120/100/100/638741964468976494.jpeg
Performer Legend,10,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47139/141/100/100/638741964499223555.jpeg
Spy Master,10,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47139/266/100/100/638741964673603784.jpeg
Warrior Commander,10,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47139/353/100/100/638741964794571789.jpeg
Yochlol,10,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/389/100/100/638741964846386797.jpeg
Young Gold Dragon,10,Dragon,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/401/100/100/638741964865322764.jpeg
Young Red Dragon,10,Dragon,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/405/100/100/638741964871424997.jpeg
Stone Golem,10,Construct,Large,https://www.dndbeyond.com/avatars/thumbnails/47158/690/100/100/638742825752346681.jpeg
Sunder Shaman,10,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/4719/639/100/100/636755090503608739.jpeg
Nightveil Specter,10,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/4719/751/100/100/636755099056980503.jpeg
Biomancer,10,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/4720/18/100/100/636755121372107570.jpeg
Death Slaad (control gem variant),10,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/5736/351/100/100/636898198476457418.jpeg
Yochlol (Summoner Variant),10,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/5737/413/100/100/636898303508644748.jpeg
Mr. Dory,10,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/6055/839/100/100/636936218898102812.jpeg
Giant Four-Armed Gargoyle,10,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/6565/914/100/100/636988768400437357.png
Victoro Cassalanter,10,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6566/344/100/100/636988834552942196.png
Death Slaad,10,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/8/640/100/100/636313178886220961.jpeg
Yochlol,10,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/8/737/100/100/636317384308277659.jpeg
Death Kiss,10,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/9/527/100/100/636328829954278797.jpeg
Froghemoth,10,Monstrosity,Huge,https://www.dndbeyond.com/avatars/thumbnails/9/635/100/100/636329685469332374.jpeg
Stone Giant Dreamwalker,10,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/9/667/100/100/636330336032816176.jpeg
Alhoon,10,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/9/742/100/100/636331255609160263.jpeg
Behir,11,Monstrosity,Huge,https://www.dndbeyond.com/avatars/thumbnails/0/194/100/100/636252763747881581.jpeg
Roc,11,Monstrosity,Gargantuan,https://www.dndbeyond.com/avatars/thumbnails/0/228/100/100/636252765590304534.jpeg
Remorhaz,11,Monstrosity,Huge,https://www.dndbeyond.com/avatars/thumbnails/0/230/100/100/636252766142859563.jpeg
Djinni,11,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/0/280/100/100/636252770321735209.jpeg
Efreeti,11,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/0/324/100/100/636252775712512907.jpeg
Horned Devil,11,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/0/346/100/100/636252777255468074.jpeg
Gynosphinx,11,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/0/382/100/100/636252780785832418.jpeg
Doomwake Giant,11,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/10836/612/100/100/637266343986634896.jpeg
Nightmare Shepherd,11,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/10836/805/100/100/637266350790618265.jpeg
Auril (Third Form),11,Elemental,Small,https://www.dndbeyond.com/avatars/thumbnails/12734/835/100/100/637357081579542333.jpeg
Chardalyn Dragon,11,Construct,Huge,https://www.dndbeyond.com/avatars/thumbnails/12734/852/100/100/637357081607154297.jpeg
Naergoth Bladelord,11,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/15/529/100/100/636373689263494446.jpeg
Severin,11,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/15/537/100/100/636373693279370321.jpeg
Arrant Quill,11,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/16420/899/100/100/637514193104007652.jpeg
Baba Lysaga,11,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/18/333/100/100/636379873620481662.jpeg
Baba Lysaga’s Creeping Hut,11,Construct,Gargantuan,https://www.dndbeyond.com/avatars/thumbnails/18/336/100/100/636379876219327662.jpeg
Adult Deep Dragon,11,Dragon,Huge,https://www.dndbeyond.com/avatars/thumbnails/21205/102/100/100/637707682276108896.jpeg
Dracohydra,11,Monstrosity,Huge,https://www.dndbeyond.com/avatars/thumbnails/21205/190/100/100/637707682405274633.jpeg
Dragonbone Golem,11,Construct,Large,https://www.dndbeyond.com/avatars/thumbnails/21205/224/100/100/637707682447861809.jpeg
Alkilith,11,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/114/100/100/637880557095840450.jpeg
Balhannoth,11,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/157/100/100/637880557165897234.jpeg
Cloud Giant Smiling One,11,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/25746/233/100/100/637880557296379400.jpeg
Drow Shadowblade (Summoner Variant),11,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/312/100/100/637880557426711219.jpeg
Drow Shadowblade,11,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/315/100/100/637880557432261890.jpeg
Hungry Sorrowsworn,11,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/456/100/100/637880557702616796.jpeg
Morkoth,11,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/544/100/100/637880557842069576.jpeg
Shadar-kai Soul Monger,11,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/630/100/100/637880557972721627.jpeg
Spirit Troll,11,Giant,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/655/100/100/637880558013025805.jpeg
Yagnoloth,11,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/767/100/100/637880558179788830.jpeg
Yagnoloth,11,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/264/376/100/100/636595794006893230.jpeg
Balhannoth,11,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/264/421/100/100/636595807918216992.jpeg
Alkilith,11,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/266/239/100/100/636596638007576912.jpeg
Spirit Troll,11,Giant,Large,https://www.dndbeyond.com/avatars/thumbnails/266/388/100/100/636596704341357189.jpeg
The Hungry,11,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/271/431/100/100/636598964318444876.jpeg
Soul Monger,11,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/271/611/100/100/636599107620878428.jpeg
Megapede,11,Monstrosity,Gargantuan,https://www.dndbeyond.com/avatars/thumbnails/28079/886/100/100/637961800864735721.jpeg
Void Scavver,11,Monstrosity,Huge,https://www.dndbeyond.com/avatars/thumbnails/28079/963/100/100/637961801012153438.jpeg
Kansaldi Fire-Eyes,11,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/30414/536/100/100/638046466574834155.jpeg
Fire Hellion,11,Fiend,Huge,https://www.dndbeyond.com/avatars/thumbnails/35952/678/100/100/638264236388722352.jpeg
Firegaunt,11,Undead,Huge,https://www.dndbeyond.com/avatars/thumbnails/35952/681/100/100/638264236394763030.jpeg
Frost Giant of Evil Water,11,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/35952/700/100/100/638264236434037119.jpeg
Storm Crab,11,Monstrosity,Gargantuan,https://www.dndbeyond.com/avatars/thumbnails/35952/800/100/100/638264236641728696.jpeg
Infected Elder Brain,11,Aberration,Large,https://www.dndbeyond.com/avatars/thumbnails/36576/596/100/100/638291908547839457.jpeg
Mind Flayer Clairvoyant,11,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/36576/610/100/100/638291908572175160.jpeg
High Fae Impostor,11,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/36958/358/100/100/638308300197086527.jpeg
Snapping Hydra,11,Monstrosity,Huge,https://www.dndbeyond.com/avatars/thumbnails/36958/377/100/100/638308300233746225.jpeg
Tempest Hart,11,Elemental,Huge,https://www.dndbeyond.com/avatars/thumbnails/36958/383/100/100/638308300244198215.jpeg
Treefolk,11,Plant,Large,https://www.dndbeyond.com/avatars/thumbnails/36958/385/100/100/638308300248254361.jpeg
Farastu Demodand,11,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/37204/436/100/100/638318543659268684.jpeg
Octon Modron,11,Construct,Large,https://www.dndbeyond.com/avatars/thumbnails/37204/503/100/100/638318543801851358.jpeg
Enchanting Infiltrator,11,Fey,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/37782/570/100/100/638342873687493558.jpeg
Hierophant of the Comet,11,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/37782/603/100/100/638342873766117023.jpeg
Degloth,11,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/41626/372/100/100/638506035169616325.jpeg
Glaive,11,Construct,Medium,https://www.dndbeyond.com/avatars/thumbnails/41626/376/100/100/638506035174763981.jpeg
Spiderdragon,11,Monstrosity,Huge,https://www.dndbeyond.com/avatars/thumbnails/41626/402/100/100/638506035213451641.jpeg
Vlazok,11,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/41626/410/100/100/638506035224215708.jpeg
Bandit Crime Lord,11,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47138/643/100/100/638741963814775509.jpeg
Behir,11,Monstrosity,Huge,https://www.dndbeyond.com/avatars/thumbnails/47138/660/100/100/638741963837838768.jpeg
Dao,11,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/47138/737/100/100/638741963943597620.jpeg
Death Knight Aspirant,11,Undead,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47138/745/100/100/638741963955920359.jpeg
Djinni,11,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/47138/765/100/100/638741963980628031.jpeg
Efreeti,11,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/47138/785/100/100/638741964008806403.jpeg
Horned Devil,11,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/47138/991/100/100/638741964295090570.jpeg
Remorhaz,11,Monstrosity,Huge,https://www.dndbeyond.com/avatars/thumbnails/47139/195/100/100/638741964573036352.jpeg
Roc,11,Monstrosity,Gargantuan,https://www.dndbeyond.com/avatars/thumbnails/47139/201/100/100/638741964582468137.jpeg
Sphinx of Lore,11,Celestial,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/256/100/100/638741964657946061.jpeg
Marid,11,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/47139/60/100/100/638741964388649165.jpeg
Mind Flayer Arcanist,11,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/47139/76/100/100/638741964411200043.jpeg
Horned Devil (Summoner Variant),11,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/5737/760/100/100/636898334144654446.jpeg
Clockwork Behir,11,Construct,Huge,https://www.dndbeyond.com/avatars/thumbnails/6280/776/100/100/636959492583672255.png
King Snurre,11,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/6557/639/100/100/636987999861534800.png
Countess Sansuri,11,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/6558/89/100/100/636988047961543186.png
Torogar Steelfist,11,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/6692/214/100/100/637000772335395586.png
Radiant Idol,11,Celestial,Large,https://www.dndbeyond.com/avatars/thumbnails/7726/14/100/100/637091672427188126.jpeg
Dao,11,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/8/812/100/100/636319293593295525.jpeg
Marid,11,Elemental,Large,https://www.dndbeyond.com/avatars/thumbnails/8/814/100/100/636319307346073715.jpeg
Fog Giant,11,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/8006/93/100/100/637115702135775057.jpeg
Cloud Giant Smiling One,11,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/9/638/100/100/636329691922309654.jpeg
Morkoth,11,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/9/754/100/100/636331364140268010.jpeg
Archmage,12,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/166/100/100/636252760212532389.jpeg
Erinyes,12,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/328/100/100/636252776040689907.jpeg
Archon of Falling Stars,12,Celestial,Medium,https://www.dndbeyond.com/avatars/thumbnails/10836/444/100/100/637266338554193750.jpeg
Ironscale Hydra,12,Monstrosity,Gargantuan,https://www.dndbeyond.com/avatars/thumbnails/10836/585/100/100/637266343153844019.jpeg
Zikran,12,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/16420/964/100/100/637514193200325795.jpeg
Relentless Juggernaut,12,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/17747/711/100/100/637568602847484621.jpeg
Adult Crystal Dragon,12,Dragon,Huge,https://www.dndbeyond.com/avatars/thumbnails/21205/99/100/100/637707682270180819.jpeg
Archdruid,12,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/136/100/100/637880557130914130.jpeg
Boneclaw,12,Undead,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/190/100/100/637880557221412446.jpeg
Frost Giant Everlasting One,12,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/25746/379/100/100/637880557543591902.jpeg
Githyanki Kith’rak,12,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/417/100/100/637880557624729393.jpeg
Gray Render,12,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/432/100/100/637880557651122002.jpeg
Ki-rin,12,Celestial,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/472/100/100/637880557732009430.jpeg
Oinoloth,12,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/591/100/100/637880557912746074.jpeg
Warlord,12,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/744/100/100/637880558140695254.jpeg
Yuan-ti Anathema,12,Monstrosity,Huge,https://www.dndbeyond.com/avatars/thumbnails/25746/780/100/100/637880558198090475.jpeg
Boneclaw,12,Undead,Large,https://www.dndbeyond.com/avatars/thumbnails/264/500/100/100/636595829038999471.jpeg
Bakunawa,12,Dragon,Gargantuan,https://www.dndbeyond.com/avatars/thumbnails/27340/621/100/100/637937472198507098.jpeg
Riverine,12,Fey,Large,https://www.dndbeyond.com/avatars/thumbnails/27340/632/100/100/637937472216318646.jpeg
Esthetic,12,Aberration,Gargantuan,https://www.dndbeyond.com/avatars/thumbnails/28079/827/100/100/637961800751169382.jpeg
Gray Render,12,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/288/328/100/100/636607122851122930.jpeg
Oinoloth,12,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/293/698/100/100/636609824795467791.jpeg
Githyanki Kith’rak,12,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/293/758/100/100/636609839203665891.jpeg
Lohezet,12,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/30414/552/100/100/638046466601456459.jpeg
Cloud Giant of Evil Air,12,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/35952/644/100/100/638264236319045359.jpeg
Death Giant Reaper,12,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/35952/647/100/100/638264236324085770.jpeg
Fomorian Warlock of the Dark,12,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/35952/693/100/100/638264236419515846.jpeg
Hill Giant Avalancher,12,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/36954/784/100/100/638308154435356205.jpeg
Stalker of Baphomet,12,Fiend,Huge,https://www.dndbeyond.com/avatars/thumbnails/36954/794/100/100/638308154483479875.jpeg
High Fae Kindguard,12,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/36958/360/100/100/638308300201298532.jpeg
High Fae Mage,12,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/36958/362/100/100/638308300205510520.jpeg
Specter of Night,12,Undead,Huge,https://www.dndbeyond.com/avatars/thumbnails/36958/379/100/100/638308300236554257.jpeg
Cuprilach Rilmani,12,Celestial,Medium,https://www.dndbeyond.com/avatars/thumbnails/37204/410/100/100/638318543602953415.jpeg
Doomguard Doom Lord,12,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/37204/422/100/100/638318543630721156.jpeg
Septon Modron,12,Construct,Large,https://www.dndbeyond.com/avatars/thumbnails/37204/515/100/100/638318543824939225.jpeg
Blazebear,12,Monstrosity,Large,https://www.dndbeyond.com/avatars/thumbnails/41626/358/100/100/638506035147152415.jpeg
Granite Juggernaut,12,Construct,Large,https://www.dndbeyond.com/avatars/thumbnails/41626/378/100/100/638506035177415989.jpeg
The Gardener,12,Fey,Medium,https://www.dndbeyond.com/avatars/thumbnails/42855/649/100/100/638560560784414368.jpeg
Arcanaloth,12,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/615/100/100/638741963777236436.jpeg
Archmage,12,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47138/621/100/100/638741963784419881.jpeg
Archpriest,12,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47138/623/100/100/638741963787088978.jpeg
Erinyes,12,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/799/100/100/638741964027878273.jpeg
Githzerai Psion,12,Aberration,Medium,https://www.dndbeyond.com/avatars/thumbnails/47138/903/100/100/638741964173340746.jpeg
Pirate Admiral,12,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47139/155/100/100/638741964517867011.jpeg
Questing Knight,12,Humanoid,Medium or Small,https://www.dndbeyond.com/avatars/thumbnails/47139/187/100/100/638741964561293981.jpeg
Firemane Angel,12,Celestial,Medium,https://www.dndbeyond.com/avatars/thumbnails/4719/558/100/100/636755083360161922.jpeg
Arclight Phoenix,12,Elemental,Medium,https://www.dndbeyond.com/avatars/thumbnails/4719/575/100/100/636755085075904547.jpeg
Sire of Insanity,12,Fiend,Huge,https://www.dndbeyond.com/avatars/thumbnails/4719/602/100/100/636755087310328354.jpeg
Arcanaloth (summoner variant),12,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/5735/880/100/100/636898142032604919.jpeg
Erinyes (Summoner Variant),12,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/5737/690/100/100/636898328346537460.jpeg
Erinyes (Rope Variant),12,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/5737/720/100/100/636898331292891842.jpeg
Vizeran DeVir,12,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/6556/948/100/100/636987903519253731.png
Moghadam,12,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/7996/690/100/100/637115013579449500.jpeg
Thessalar,12,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/7996/716/100/100/637115016875964129.jpeg
Arcanaloth,12,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/8/612/100/100/636312415807353060.jpeg
Frost Giant Everlasting One,12,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/9/662/100/100/636330316156872081.jpeg
Ki-rin,12,Celestial,Huge,https://www.dndbeyond.com/avatars/thumbnails/9/708/100/100/636330514466792597.jpeg
Yuan-ti Anathema,12,Monstrosity,Huge,https://www.dndbeyond.com/avatars/thumbnails/9/824/100/100/636332204456834340.jpeg
Storm Giant,13,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/0/104/100/100/636252743253560739.jpeg
Adult White Dragon,13,Dragon,Huge,https://www.dndbeyond.com/avatars/thumbnails/0/124/100/100/636252755467804301.jpeg
Adult Brass Dragon,13,Dragon,Huge,https://www.dndbeyond.com/avatars/thumbnails/0/17/100/100/636238885679566374.jpeg
Rakshasa,13,Fiend,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/246/100/100/636252767479689115.jpeg
Nalfeshnee,13,Fiend,Large,https://www.dndbeyond.com/avatars/thumbnails/0/260/100/100/636252768396219306.jpeg
Vampire,13,Undead,Medium,https://www.dndbeyond.com/avatars/thumbnails/0/90/100/100/636252738664754793.jpeg
Bak Mei,13,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/16420/902/100/100/637514193108157863.jpeg
Canopic Golem,13,Construct,Large,https://www.dndbeyond.com/avatars/thumbnails/16420/905/100/100/637514193113828497.jpeg
Loup Garou,13,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/17747/611/100/100/637568598127490972.jpeg
Jabberwock,13,Dragon,Huge,https://www.dndbeyond.com/avatars/thumbnails/20472/447/100/100/637677440713139314.jpeg
Adult Topaz Dragon,13,Dragon,Huge,https://www.dndbeyond.com/avatars/thumbnails/21205/112/100/100/637707682292488501.jpeg
Angry Sorrowsworn,13,Monstrosity,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/127/100/100/637880557116972753.jpeg
Devourer,13,Undead,Large,https://www.dndbeyond.com/avatars/thumbnails/25746/271/100/100/637880557359405120.jpeg
Dire Troll,13,Giant,Huge,https://www.dndbeyond.com/avatars/thumbnails/25746/277/100/100/637880557369896047.jpeg
Drow Arachnomancer,13,Humanoid,Medium,https://www.dndbeyond.com/avatars/thumbnails/25746/291/100/100/637880557393708141.jpeg
